DC_Applied_Bias	Amplitude	Phase
1.248	3213.64	156.8
1.232	3187.82	156.484
1.216	3208.35	156.826
1.2	3196.81	156.16
1.184	3110.4	156.897
1.168	3207.67	157.041
1.152	3161.19	157.247
1.136	3213.26	157.768
1.12	3138.23	156.461
1.104	3209.59	155.333
1.088	3045.41	157.025
1.072	3134.72	157.624
1.056	3074.89	157.742
1.04	3071.75	157.333
1.024	3039.1	157.847
1.008	3090.93	157.452
0.992	2964.58	157.432
0.976	2914	158.181
0.96	3023.55	158.073
0.944	3084.77	157.486
0.928	3056.64	157.682
0.912	3071.31	157.4
0.896	3003.8	157.534
0.88	2910.02	157.819
0.864	2981.47	157.3
0.848	2842.2	157.871
0.832	2805.56	157.485
0.816	2897.77	157.615
0.8	2710.37	157.709
0.784	2680	157.942
0.768	2628.3	157.441
0.752	2833.41	158.103
0.736	2705.14	157.414
0.72	2655.91	157.974
0.704	2686.28	157.901
0.688	2615.72	157.646
0.672	2538.65	158.455
0.656	2499.64	157.325
0.64	2453.55	157.903
0.624	2415.6	157.852
0.608	2378.12	157.627
0.592	2327.37	158.165
0.576	2267.2	157.609
0.56	2210.91	157.823
0.544	2248.66	158.498
0.528	2264.05	157.908
0.512	2287.6	158.619
0.496	2240.45	158.411
0.48	2184.45	157.743
0.464	2097.6	158.151
0.448	2035.55	158.377
0.432	1984.12	157.907
0.416	1891.95	158.568
0.4	1839.95	157.798
0.384	1923.85	158.225
0.368	1982.3	158.244
0.352	1977.94	157.377
0.336	2029.14	158.078
0.32	2041.45	158.067
0.304	1964.73	157.424
0.288	1953.05	158.316
0.272	1765.82	157.776
0.256	1731.79	157.538
0.24	1769.8	158.723
0.224	1698.56	157.255
0.208	1729.33	158.228
0.192	1556	158.028
0.176	1603.66	157.248
0.16	1642.12	158.006
0.144	1547.98	157.768
0.128	1476.89	157.206
0.112	1601.48	158.073
0.096	1538.93	157.304
0.0799999	1436.87	157.643
0.0639999	1442.48	158.042
0.0480001	1389.62	157.068
0.0320001	1332.81	157.539
0.016	1378.85	157.76
0	1336.26	157.116
-0.016	1274.64	157.557
-0.0319999	1248.35	157.25
-0.048	1204.22	156.583
-0.064	1161.81	157.442
-0.08	1108.31	157.12
-0.096	1021.05	157.131
-0.112	987.699	156.843
-0.128	931.205	156.703
-0.144	978.296	157.025
-0.16	1008.08	156.563
-0.176	972.495	156.012
-0.192	982.069	157.182
-0.208	918.485	156.195
-0.224	900.968	156.018
-0.24	891.375	155.845
-0.256	938.371	155.513
-0.272	833.497	156.211
-0.288	826.312	155.181
-0.304	836.284	155.837
-0.32	813.383	155.668
-0.336	758.481	155.446
-0.352	730.272	154.452
-0.368	694.176	154.888
-0.384	702.366	154.131
-0.4	714.12	154.692
-0.416	705.21	154.714
-0.432	682.157	155.462
-0.448	631.028	154.162
-0.464	572.6	153.188
-0.48	586.041	153.231
-0.496	615.672	153.422
-0.512	541.017	153.071
-0.528	549.453	153.078
-0.544	570.572	153.47
-0.56	491.442	150.554
-0.576	546.476	152.988
-0.592	517.338	152.006
-0.608	485.129	151.153
-0.624	473.698	151.227
-0.64	452.692	151.087
-0.656	426.891	150.875
-0.672	440.048	151.974
-0.688	418.151	150.78
-0.704	379.478	148.948
-0.72	412.673	151.085
-0.736	468.257	148.729
-0.752	407.838	150.11
-0.768	369.316	147.72
-0.784	379.44	149.416
-0.8	417.791	148.567
-0.816	336.898	145.072
-0.832	281.978	145.566
-0.848	274.85	143.176
-0.864	209.578	132.345
-0.88	238.565	139.239
-0.896	201.123	140.351
-0.912	310.547	148.864
-0.928	216.63	150.414
-0.944	61.6317	44.9592
-0.96	86.9972	92.3341
-0.976	146.525	-19.006
-0.992	51.8305	18.1017
-1.008	88.9119	87.1674
-1.024	78.5231	8.02529
-1.04	156.25	-7.22815
-1.056	703.807	-15.1912
-1.072	1613.12	-7.62399
-1.088	2625.76	-10.4316
-1.104	2513.7	-14.9562
-1.12	2681.04	-17.1031
-1.136	2874.41	-20.2253
-1.152	2964.94	-24.0044
-1.168	2831.85	-22.7012
-1.184	2743.93	-19.4566
-1.2	2822.87	-23.2077
-1.216	2783.36	-25.4499
-1.232	2590.01	-22.3985
-1.248	2631.51	-20.7483
-1.264	2563.87	-18.0903
-1.28	2632.95	-22.6878
-1.296	2675.22	-20.3603
-1.312	2661.73	-17.2827
-1.328	2681.58	-19.1981
-1.344	2610.43	-17.3147
-1.36	2611.32	-16.0461
-1.376	2625.63	-15.4396
-1.392	2572.83	-14.0138
-1.408	2614.88	-15.5655
-1.424	2556.57	-13.9023
-1.44	2579.53	-13.6868
-1.456	2697.54	-15.9817
-1.472	2633.02	-13.1158
-1.488	2728.99	-16.0783
-1.504	2715.55	-17.6723
-1.52	2594.92	-16.8961
-1.536	2705.01	-15.6643
-1.552	2726.77	-18.0714
-1.568	2824.71	-19.3175
-1.584	2821.48	-19.3364
-1.6	2675.68	-17.0409
-1.616	2723	-16.07
-1.632	2802.34	-19.1632
-1.648	2670.75	-18.042
-1.664	2700.1	-16.1142
-1.68	2741.63	-20.4583
-1.696	2764.93	-19.8363
-1.712	2766.75	-19.3064
-1.728	2769.12	-17.6627
-1.744	2819.36	-18.4209
-1.76	2868.86	-16.818
-1.776	2749.41	-17.2852
-1.792	2720.88	-18.2479
-1.808	2696.86	-16.7031
-1.824	2649.08	-15.6179
-1.84	2703.21	-17.6629
-1.856	2621.84	-19.2475
-1.872	2601.55	-18.1135
-1.888	2590.82	-16.803
-1.904	2610.43	-20.0983
-1.92	2338.4	-19.6157
-1.936	2353.25	-22.2604
-1.952	2433.87	-22.2459
-1.968	2328.18	-18.1799
-1.984	2418.78	-19.8071
-2	2386.84	-19.3841
-1.984	2400.13	-19.3043
-1.968	2446.48	-20.0449
-1.952	2315.46	-19.1799
-1.936	2243.2	-21.9148
-1.92	2212.2	-18.9639
-1.904	2089.33	-16.53
-1.888	2051.61	-17.2788
-1.872	2072.67	-16.2614
-1.856	2064.24	-18.3204
-1.84	2055.8	-18.0487
-1.824	2065.03	-18.728
-1.808	2013.94	-20.1971
-1.792	1966.32	-19.1663
-1.776	1955.23	-18.7632
-1.76	2026.72	-22.9806
-1.744	1951.19	-19.0684
-1.728	1991.11	-20.1723
-1.712	1936.84	-16.8619
-1.696	1936.12	-13.9642
-1.68	1898.07	-16.8253
-1.664	1905.05	-16.323
-1.648	1841.78	-17.0144
-1.632	1909.54	-14.4645
-1.616	1808.1	-16.7865
-1.6	1841.27	-17.0722
-1.584	1881.84	-19.9577
-1.568	1833.67	-17.7889
-1.552	1795.64	-19.2531
-1.536	1718.22	-14.6833
-1.52	1826.3	-15.7591
-1.504	1765.97	-15.1807
-1.488	1723.54	-13.2083
-1.472	1705.27	-11.4881
-1.456	1765.12	-8.06875
-1.44	1768.7	-15.0601
-1.424	1783.3	-16.2438
-1.408	1691.41	-15.3122
-1.392	1733.06	-20.0338
-1.376	1731.39	-15.2987
-1.36	1663.24	-14.5211
-1.344	1572.3	-13.638
-1.328	1619.69	-13.0864
-1.312	1641.42	-14.7735
-1.296	1618.8	-13.8124
-1.28	1538.18	-12.5315
-1.264	1528.39	-13.6393
-1.248	1583.81	-16.1251
-1.232	1508.2	-16.0953
-1.216	1552.96	-16.0389
-1.2	1517.21	-18.652
-1.184	1460.18	-14.878
-1.168	1510.42	-14.9584
-1.152	1486.16	-7.08325
-1.136	1444.35	-2.34635
-1.12	1561.36	-1.99105
-1.104	1466.57	-3.83245
-1.088	1580.13	-8.99729
-1.072	1561.84	-13.4392
-1.056	1530.86	-12.0382
-1.04	1497.06	-10.4523
-1.024	1435.08	-10.8952
-1.008	1418	-10.3007
-0.992	1522.42	-12.2975
-0.976	1486.04	-11.2276
-0.96	1501	-12.7371
-0.944	1544.58	-10.5676
-0.928	1517.63	-4.07551
-0.912	1738.6	-3.43165
-0.896	1796.15	-3.59446
-0.88	1897.86	-3.19791
-0.864	1683.68	-5.19472
-0.848	1631.98	-2.78578
-0.832	1678.75	-4.73247
-0.816	1490.33	-5.45799
-0.8	1789.42	-5.41809
-0.784	1650.82	-2.48902
-0.768	1603.52	-5.08316
-0.752	1464.54	-8.68798
-0.736	1505.15	-7.14286
-0.72	1419.08	-8.56052
-0.704	1408.26	-8.05669
-0.688	1216.42	-15.786
-0.672	1252.44	-12.7765
-0.656	1181.81	-16.2385
-0.64	1080.35	-17.4153
-0.624	1121.67	-16.3011
-0.608	911.925	-18.1445
-0.592	897.062	-16.683
-0.576	731.049	-17.0707
-0.56	677.152	-18.3733
-0.544	515.879	-16.1781
-0.528	484.56	-16.4072
-0.512	334.093	-13.9656
-0.496	441.735	-16.014
-0.48	541.358	-15.7129
-0.464	296.537	-13.0274
-0.448	250.982	-11.8847
-0.432	139.776	-11.0947
-0.416	221.787	-12.3251
-0.4	195.322	-10.3271
-0.384	86.0114	-5.41624
-0.368	85.7649	-5.98995
-0.352	89.1394	-5.24467
-0.336	24.7968	19.0711
-0.32	23.9057	20.1187
-0.304	72.3997	76.4117
-0.288	108.723	111.934
-0.272	145.368	128.76
-0.256	147.169	134.076
-0.24	121.045	129.338
-0.224	144.155	132.437
-0.208	234.716	145.292
-0.192	286.698	148.613
-0.176	279.76	146.639
-0.16	337.751	150.909
-0.144	359.572	151.522
-0.128	422.967	152.842
-0.112	337.638	152.619
-0.096	560.657	152.484
-0.08	590.838	153.834
-0.064	595.293	154.299
-0.048	624.222	153.46
-0.0319999	683.124	153.881
-0.016	774.197	155.121
0	567.766	153.994
